20184_ARTHI.html,ARTHI     6K,L&S,4.0,Optional,R,9:00 am - 9:50 am,ARTS 2324,1 / 25
20184_ARTHI.html,ARTHI     6K,L&S,4.0,Optional,R,10:00am - 10:50am,ARTS 2324,11 / 25
20184_ARTHI.html,ARTHI     6K,L&S,4.0,Optional,R,11:00am - 11:50am,ARTS 2324,6 / 25
20184_ARTHI.html,ARTHI     6K,L&S,4.0,Optional,R,12:00pm - 12:50pm,ARTS 2324,2 / 25
20184_ARTHI.html,ARTHI   111B,L&S,4.0,Optional,T R,2:00pm - 3:15pm,ARTS 1341,10 / 50
20184_ARTHI.html,ARTHI   113A,L&S,4.0,Optional,M W,9:30 am - 10:45am,ARTS 1341,6 / 50
20184_ARTHI.html,ARTHI   134D,L&S,4.0,Optional,T R,3:30pm - 4:45pm,ARTS 1341,0 / 30
20184_ARTHI.html,ARTHI   141B,L&S,4.0,Pass/No Pass,N/A,N/A,N/A,0 / 15
20184_ARTHI.html,ARTHI   141E,L&S,4.0,Optional,W,3:30pm - 4:45pm,ARTS 1332,0 / 15
20184_ARTHI.html,ARTHI   141F,L&S,4.0,Letter,W,3:30pm - 4:45pm,ARTS 1332,0 / 15
20184_ARTHI.html,ARTHI   141G,L&S,4.0,Optional,M W,12:30pm - 1:45pm,ARTS 1341,6 / 60
20184_ARTHI.html,ARTHI   142B,L&S,4.0,Optional,T R,12:30pm - 1:45pm,ARTS 1341,6 / 50
20184_ARTHI.html,ARTHI   186H,L&S,4.0,Letter,R,2:00pm - 4:50pm,ARTS 2622,1 / 15
20184_ARTHI.html,ARTHI   186SR,L&S,4.0,Letter,T,3:00pm - 5:50pm,ARTS 2622,1 / 10
20184_ARTHI.html,ARTHI   199,L&S,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 10
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,M W F,2:00pm - 2:50pm,BUCHN1910,6 / 152
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,W,11:00am - 11:50am,PHELP2525,1 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,W,12:00pm - 12:50pm,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,T,10:00am - 10:50am,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,T,12:00pm - 12:50pm,PHELP2525,2 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,T,2:00pm - 2:50pm,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,F,12:00pm - 12:50pm,PHELP2525,2 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,M,10:00am - 10:50am,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,M,12:00pm - 12:50pm,PHELP2525,1 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,W,9:00 am - 9:50 am,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,T,9:00 am - 9:50 am,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3A,L&S,4.0,Optional,M,9:00 am - 9:50 am,PHELP2525,0 / 27
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,M W F,11:00am - 11:50am,GIRV 1004,3 / 61
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,T,1:00pm - 1:50pm,ELLSN2620,0 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,T,5:00pm - 5:50pm,ELLSN2620,1 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,W,4:00pm - 4:50pm,ELLSN2620,0 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,R,10:00am - 10:50am,ELLSN2620,0 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,W,2:00pm - 2:50pm,ELLSN2620,1 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,M,5:00pm - 5:50pm,ELLSN2620,0 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,M,3:00pm - 3:50pm,ELLSN2620,0 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,R,2:00pm - 2:50pm,ELLSN2620,1 / 26
20184_GEOG.html,GEOG      3B,L&S,4.0,Optional,M,2:00pm - 2:50pm,ELLSN2620,0 / 26
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,M W F,1:00pm - 1:50pm,BRDA 1610,7 / 55
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,T,10:00am - 10:50am,ELLSN2620,1 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,T,2:00pm - 2:50pm,ELLSN2620,3 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,M,5:00pm - 5:50pm,ELLSN2609,2 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,R,10:00am - 10:50am,ELLSN2609,0 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,F,10:00am - 10:50am,ELLSN2620,0 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,W,8:00 am - 8:50 am,ELLSN2620,0 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,M,6:00pm - 6:50pm,ELLSN2620,0 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,T,4:00pm - 4:50pm,ELLSN2609,0 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,R,5:00pm - 5:50pm,ELLSN2620,0 / 27
20184_GEOG.html,GEOG      5,L&S,4.0,Optional,R,1:00pm - 1:50pm,ELLSN2620,1 / 27

20184_GEOG.html,GEOG W   12,L&S,4.0,Optional,W,5:00pm - 7:50pm,ELLSN3620,2 / 27
20184_GEOG.html,GEOG W   12,L&S,4.0,Optional,R,9:00 am - 11:50am,ELLSN3620,0 / 27
20184_GEOG.html,GEOG W   12,L&S,4.0,Optional,M,5:00pm - 7:50pm,ELLSN3620,0 / 27
20184_GEOG.html,GEOG W   12,L&S,4.0,Optional,T,5:00pm - 7:50pm,ELLSN3620,0 / 27
20184_GEOG.html,GEOG W   12,L&S,4.0,Optional,R,5:00pm - 7:50pm,ELLSN3620,0 / 27
20184_GEOG.html,GEOG W   12,L&S,4.0,Optional,M,2:00pm - 4:50pm,ELLSN3620,0 / 27
20184_GEOG.html,GEOG    104,L&S,4.0,Optional,M W,3:30pm - 4:45pm,HSSB 1173,11 / 72
20184_GEOG.html,GEOG    104,L&S,4.0,Optional,W,5:00pm - 5:50pm,ELLSN3621,4 / 24
20184_GEOG.html,GEOG    104,L&S,4.0,Optional,T,5:00pm - 5:50pm,ELLSN3621,4 / 24
20184_GEOG.html,GEOG    104,L&S,4.0,Optional,M,5:00pm - 5:50pm,ELLSN3621,3 / 24
20184_GEOG.html,GEOG    108,L&S,4.0,Optional,T R,12:30pm - 1:45pm,GIRV 1119,5 / 48


20184_GEOG.html,GEOG    109,L&S,4.0,Optional,M W,9:30 am - 10:45am,GIRV 1119,5 / 48
20184_GEOG.html,GEOG    109,L&S,4.0,Optional,T,1:00pm - 1:50pm,ELLSN3621,4 / 24
20184_GEOG.html,GEOG    109,L&S,4.0,Optional,R,5:00pm - 5:50pm,ELLSN3621,1 / 24
20184_GEOG.html,GEOG    111A,L&S,4.0,Optional,M W,11:00am - 12:15pm,ELLSN3621,4 / 24
20184_GEOG.html,GEOG    111A,L&S,4.0,Optional,W,3:00pm - 4:50pm,PHELP2525,4 / 24
20184_GEOG.html,GEOG    112,L&S,4.0,Optional,T R,9:30 am - 10:45am,ELLSN3621,3 / 24
20184_GEOG.html,GEOG    112,L&S,4.0,Optional,W,5:20pm - 7:00pm,PHELP2525,3 / 24
20184_GEOG.html,GEOG    114A,L&S,5.0,Letter,M W,2:00pm - 3:15pm,ELLSN3621,2 / 27
20184_GEOG.html,GEOG    114A,L&S,5.0,Letter,F,1:00pm - 3:50pm,PHELP2525,2 / 12
20184_GEOG.html,GEOG    114A,L&S,5.0,Letter,F,9:00 am - 11:50am,PHELP2525,0 / 15
20184_GEOG.html,GEOG    115A,L&S,5.0,Optional,T R,9:30 am - 10:45am,BUCHN1940,15 / 100
20184_GEOG.html,GEOG    115A,L&S,5.0,Optional,W,11:00am - 12:50pm,ELLSN3620,12 / 25
20184_GEOG.html,GEOG    115A,L&S,5.0,Optional,M,9:00 am - 10:50am,ELLSN3620,0 / 25
20184_GEOG.html,GEOG    115A,L&S,5.0,Optional,W,9:00 am - 10:50am,ELLSN3620,2 / 25
20184_GEOG.html,GEOG    115A,L&S,5.0,Optional,F,12:00pm - 1:50pm,ELLSN3620,1 / 25
20184_GEOG.html,GEOG    132,L&S,4.0,Optional,M W,12:30pm - 1:45pm,ELLSN2620,3 / 24
20184_GEOG.html,GEOG    132,L&S,4.0,Optional,W,2:00pm - 2:50pm,PHELP2525,3 / 24
20184_GEOG.html,GEOG    140,L&S,4.0,Optional,T R,11:00am - 12:15pm,ELLSN2620,12 / 24
20184_GEOG.html,GEOG    140,L&S,4.0,Optional,M,2:00pm - 2:50pm,ELLSN2609,12 / 24
20184_GEOG.html,GEOG    153C,L&S,4.0,Optional,T R,2:00pm - 3:15pm,PHELP2516,3 / 48
20184_GEOG.html,GEOG    153C,L&S,4.0,Optional,W,11:00am - 11:50am,ELLSN2620,1 / 24
20184_GEOG.html,GEOG    153C,L&S,4.0,Optional,W,3:00pm - 3:50pm,ELLSN2620,2 / 24
20184_GEOG.html,GEOG    161,L&S,4.0,Optional,T R,12:30pm - 1:45pm,HSSB 1173,6 / 12
20184_GEOG.html,GEOG    161,L&S,4.0,Optional,F,9:00 am - 9:50 am,ELLSN3621,0 / 4
20184_GEOG.html,GEOG    161,L&S,4.0,Optional,F,10:00am - 10:50am,ELLSN3621,2 / 4
20184_GEOG.html,GEOG    161,L&S,4.0,Optional,R,5:00pm - 5:50pm,ELLSN2609,4 / 4
20184_GEOG.html,GEOG    172,L&S,5.0,Optional,M W,12:30pm - 1:45pm,ELLSN3621,13 / 24

20184_GEOG.html,GEOG    176A,L&S,4.0,Optional,T R,2:00pm - 3:15pm,HSSB 1173,13 / 72



20184_GEOG.html,GEOG    193,L&S,1.0 - 4.0,Pass/No Pass,N/A,N/A,N/A,0 / 92
20184_GEOG.html,GEOG    198,L&S,1.0 - 2.0,Pass/No Pass,N/A,N/A,N/A,0 / 10
20184_GEOG.html,GEOG    199,L&S,1.0 - 5.0,Letter,N/A,N/A,N/A,0 / 10
20184_GEOG.html,GEOG    199RA,L&S,1.0 - 5.0,Pass/No Pass,N/A,N/A,N/A,0 / 10
20184_CMPTGCS .html,CMPTGCS   1A,CRST,1.0 - 6.0,Pass/No Pass,T R,11:00am - 12:50pm,CRST 143,0 / 12
20184_CMPTGCS .html,CMPTGCS   1L,CRST,1.0 - 4.0,Pass/No Pass,M W,6:30pm - 8:20pm,CRST 143,0 / 20
20184_CMPTGCS .html,CMPTGCS   2,CRST,1.0 - 6.0,Pass/No Pass,M W,12:30pm - 1:50pm,CRST 160B,0 / 20
20184_CMPTGCS .html,CMPTGCS  20,CRST,1.0 - 6.0,Pass/No Pass,M W,9:00 am - 10:50am,CRST 143,0 / 16
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,MTW F,8:00 am - 8:50 am,CAMPBHALL,82 / 855
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,M W F,8:00 am - 8:50 am,BUCHN1910,72 / 280
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,T,8:00 am - 8:50 am,BSIF 1217,4 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,T,9:00 am - 9:50 am,BSIF 1217,16 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,T,2:00pm - 2:50pm,BSIF 1217,11 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,T,3:00pm - 3:50pm,BSIF 1217,3 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,M,11:00am - 11:50am,BSIF 1217,18 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,M,12:00pm - 12:50pm,BSIF 1217,9 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,M,2:00pm - 2:50pm,BSIF 1217,8 / 35
20184_MCDB.html,MCDB      1A,L&S,4.0,Letter,M,3:00pm - 3:50pm,BSIF 1217,3 / 35
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,9:00 am - 11:50am,BSIF 2112,9 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,9:00 am - 11:50am,BSIF 2211,8 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,9:00 am - 11:50am,BSIF 2112,13 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,9:00 am - 11:50am,BSIF 2211,3 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,6:00pm - 8:50pm,BSIF 2112,1 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,12:00pm - 2:50pm,BSIF 2112,12 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,3:00pm - 5:50pm,BSIF 2211,10 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,3:00pm - 5:50pm,BSIF 2112,2 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,9:00 am - 11:50am,BSIF 2112,5 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,9:00 am - 11:50am,BSIF 2211,0 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,12:00pm - 2:50pm,BSIF 2112,14 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,12:00pm - 2:50pm,BSIF 2211,5 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,6:00pm - 8:50pm,BSIF 2211,5 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,6:00pm - 8:50pm,BSIF 2211,5 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,6:00pm - 8:50pm,BSIF 2112,2 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,6:00pm - 8:50pm,BSIF 2211,0 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,12:00pm - 2:50pm,BSIF 2112,2 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,12:00pm - 2:50pm,BSIF 2211,1 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,12:00pm - 2:50pm,BSIF 2211,3 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,6:00pm - 8:50pm,BSIF 2112,1 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,3:00pm - 5:50pm,BSIF 2112,3 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,3:00pm - 5:50pm,BSIF 2211,4 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,3:00pm - 5:50pm,BSIF 2112,2 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,3:00pm - 5:50pm,BSIF 2211,1 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,F,9:00 am - 11:50am,BSIF 2211,2 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,F,12:00pm - 2:50pm,BSIF 2211,1 / 22
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,9:00 am - 11:50am,LSB  1007,2 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,12:00pm - 2:50pm,LSB  1007,2 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,3:00pm - 5:50pm,LSB  1007,4 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,T,6:00pm - 8:50pm,LSB  1007,1 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,9:00 am - 11:50am,LSB  1007,1 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,12:00pm - 2:50pm,LSB  1007,3 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,3:00pm - 5:50pm,LSB  1007,2 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,W,6:00pm - 8:50pm,LSB  1007,2 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,9:00 am - 11:50am,LSB  1007,1 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,12:00pm - 2:50pm,LSB  1007,0 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,3:00pm - 5:50pm,LSB  1007,6 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,R,6:00pm - 8:50pm,LSB  1007,2 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,F,9:00 am - 11:50am,LSB  1007,0 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,F,12:00pm - 2:50pm,LSB  1007,0 / 24
20184_MCDB.html,MCDB      1AL,L&S,1.0,Letter,F,3:00pm - 5:50pm,LSB  1007,1 / 24
20184_MCDB.html,MCDB      1AZ,L&S,1.0 - 3.0,Pass/No Pass,MTW F,8:00 am - 8:50 am,CAMPBHALL,0 / 5
20184_MCDB.html,MCDB      6,L&S,4.0,Letter,M W F,3:30pm - 4:45pm,BRDA 1610,34 / 150
20184_MCDB.html,MCDB     11,L&S,1.0,Pass/No Pass,W,2:00pm - 2:50pm,BSIF 1217,0 / 35
20184_MCDB.html,MCDB     11,L&S,1.0,Pass/No Pass,W,3:00pm - 3:50pm,BSIF 1217,0 / 35
20184_MCDB.html,MCDB     11,L&S,1.0,Pass/No Pass,R,2:00pm - 2:50pm,BSIF 1217,0 / 35
20184_MCDB.html,MCDB     11,L&S,1.0,Pass/No Pass,R,3:00pm - 3:50pm,BSIF 1217,0 / 35
20184_MCDB.html,MCDB     84,L&S,1.0 - 5.0,Pass/No Pass,N/A,N/A,N/A,0 / 0
20184_MCDB.html,MCDB     92,L&S,1.0 - 4.0,Optional,N/A,N/A,N/A,0 / 0
20184_MCDB.html,MCDB     99,L&S,1.0 - 3.0,Pass/No Pass,N/A,N/A,N/A,0 / 1
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,T R,8:00 am - 9:15 am,CHEM 1179,71 / 300
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,R,6:00pm - 6:50pm,LSB  1101,2 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,R,7:00pm - 7:50pm,HSSB 4201,0 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,2:00pm - 2:50pm,BUCHN1934,3 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,1:00pm - 1:50pm,HSSB 1214,3 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,11:00am - 11:50am,HSSB 1228,7 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,3:00pm - 3:50pm,HSSB 1207,1 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,12:00pm - 12:50pm,HSSB 1237,2 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,R,11:00am - 11:50am,HSSB 1210,20 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,R,2:00pm - 2:50pm,PHELP2514,10 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,W,7:00pm - 7:50pm,GIRV 2115,2 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,R,4:00pm - 4:50pm,PHELP2524,2 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,9:00 am - 9:50 am,HSSB 1232,3 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,F,8:00 am - 8:50 am,HSSB 1215,2 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,W,5:00pm - 5:50pm,NH   1109,12 / 20
20184_MCDB.html,MCDB    101A,L&S,4.0,Letter,W,6:00pm - 6:50pm,PHELP3523,2 / 20

20184_MCDB.html,MCDB    101L,L&S,4.0,Letter,T R,9:00 am - 12:50pm,BSIF 2239,14 / 20
20184_MCDB.html,MCDB    101L,L&S,4.0,Letter,F,2:00pm - 2:50pm,GIRV 2129,14 / 20
20184_MCDB.html,MCDB    101L,L&S,4.0,Letter,T R,2:00pm - 5:50pm,BSIF 2239,10 / 20
20184_MCDB.html,MCDB    101L,L&S,4.0,Letter,F,2:00pm - 2:50pm,GIRV 2129,10 / 20
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,M W,5:00pm - 6:15pm,BUCHN1910,56 / 220
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,W,8:00 am - 8:50 am,SH   1609,7 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,T,8:00 am - 8:50 am,HSSB 1236,4 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,R,8:00 am - 8:50 am,GIRV 2112,3 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,R,5:00pm - 5:50pm,PHELP3519,6 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,T,3:00pm - 3:50pm,HSSB 3201,15 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,F,11:00am - 11:50am,GIRV 2112,7 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,F,1:00pm - 1:50pm,HSSB 1232,2 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,F,12:00pm - 12:50pm,PHELP1508,2 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,R,12:00pm - 12:50pm,HSSB 4202,6 / 22
20184_MCDB.html,MCDB    103,L&S,4.0,Letter,F,9:00 am - 9:50 am,HSSB 1231,4 / 22
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,M W F,1:00pm - 1:50pm,CHEM 1179,65 / 252
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,F,9:00 am - 9:50 am,HSSB 1224,14 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,F,8:00 am - 8:50 am,HSSB 1207,2 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,M,6:00pm - 6:50pm,GIRV 2115,0 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,F,12:00pm - 12:50pm,GIRV 1119,8 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,T,6:00pm - 6:50pm,NH   1109,3 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,W,6:00pm - 6:50pm,PHELP2536,1 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,M,5:00pm - 5:50pm,GIRV 2112,10 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,F,11:00am - 11:50am,387  1011,4 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,M,4:00pm - 4:50pm,NH   1109,6 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,T,5:00pm - 5:50pm,GIRV 1115,7 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,T,4:00pm - 4:50pm,PHELP3519,4 / 21
20184_MCDB.html,MCDB    108A,L&S,4.0,Letter,R,5:00pm - 5:50pm,PHELP1508,6 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,T R,3:30pm - 4:45pm,IV   THEA1,95 / 273
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,R,8:00 am - 8:50 am,GIRV 2108,1 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,F,8:00 am - 8:50 am,LSB  1101,0 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,T,5:00pm - 5:50pm,GIRV 1112,21 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,M,6:00pm - 6:50pm,GIRV 2112,2 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,R,5:00pm - 5:50pm,GIRV 1119,9 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,W,5:00pm - 5:50pm,GIRV 2116,6 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,R,6:00pm - 6:50pm,GIRV 1115,3 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,M,4:00pm - 4:50pm,GIRV 2127,9 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,T,8:00 am - 8:50 am,HSSB 1233,8 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,F,1:00pm - 1:50pm,HSSB 1231,6 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,F,9:00 am - 9:50 am,HSSB 1223,10 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,W,8:00 am - 8:50 am,HSSB 1237,2 / 21
20184_MCDB.html,MCDB    111,L&S,4.0,Letter,W,4:00pm - 4:50pm,PHELP3519,18 / 21
20184_MCDB.html,MCDB    126A,L&S,4.0,Letter,M W F,9:00 am - 9:50 am,LSB  1001,40 / 100
20184_MCDB.html,MCDB    126A,L&S,4.0,Letter,F,12:00pm - 12:50pm,PHELP1444,10 / 25
20184_MCDB.html,MCDB    126A,L&S,4.0,Letter,F,1:00pm - 1:50pm,PHELP1445,6 / 25
20184_MCDB.html,MCDB    126A,L&S,4.0,Letter,W,8:00 am - 8:50 am,PHELP1445,21 / 25
20184_MCDB.html,MCDB    126A,L&S,4.0,Letter,F,2:00pm - 2:50pm,PHELP2532,3 / 25
20184_MCDB.html,MCDB    126AL,L&S,4.0,Letter,T,9:30 am - 5:00pm,LSB  1003,2 / 16
20184_MCDB.html,MCDB    126AL,L&S,4.0,Letter,T,8:00 am - 9:15 am,ARTS 1349,2 / 16
20184_MCDB.html,MCDB    126AL,L&S,4.0,Letter,R,9:30 am - 5:00pm,LSB  1003,0 / 16
20184_MCDB.html,MCDB    126AL,L&S,4.0,Letter,T,8:00 am - 9:15 am,ARTS 1349,0 / 16
20184_MCDB.html,MCDB    126AL,L&S,4.0,Letter,W,10:00am - 5:30pm,LSB  1003,6 / 16
20184_MCDB.html,MCDB    126AL,L&S,4.0,Letter,T,8:00 am - 9:15 am,ARTS 1349,6 / 16
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,M W F,10:00am - 10:50am,GIRV 1004,67 / 200
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,M,4:00pm - 4:50pm,GIRV 2123,7 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,M,5:00pm - 5:50pm,HSSB 2251,2 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,M,3:00pm - 3:50pm,GIRV 1119,18 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,T,8:00 am - 8:50 am,HSSB 1231,3 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,T,5:00pm - 5:50pm,HSSB 1232,10 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,T,6:00pm - 6:50pm,NH   1111,1 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,M,11:00am - 11:50am,HSSB 1237,21 / 25
20184_MCDB.html,MCDB    131,L&S,4.0,Letter,M,6:00pm - 6:50pm,GIRV 2108,5 / 25
20184_MCDB.html,MCDB    131L,L&S,2.0,Letter,M W F,8:00 am - 9:50 am,BSIF 2229,0 / 20
20184_MCDB.html,MCDB    131L,L&S,2.0,Letter,M W F,11:00am - 12:50pm,BSIF 2229,7 / 20
20184_MCDB.html,MCDB    131L,L&S,2.0,Letter,M W F,2:00pm - 3:50pm,BSIF 2229,2 / 20
20184_MCDB.html,MCDB    131L,L&S,2.0,Letter,M W F,4:00pm - 5:50pm,BSIF 2229,0 / 20
